dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
iris,174,changeforest_bs,0.9045387105476126,0.0,0.08,0.08,"[0, 50, 100, 150]","[0, 50, 88, 100, 150]",3,0.0383426519983913
iris,174,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.003567313979147
iris,174,ecp,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0.0, 50.0, 100.0, 150.0]",2,0.263730732986005
iris,174,multirank,0.6348827349548251,0.0,0.16,0.16,"[0, 50, 100, 150]","[0, 50, 67, 69, 71, 72, 74, 78, 79, 100, 101, 112, 113, 114, 115, 118, 148, 150]",16,0.0777257209992967
iris,174,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.0182642400031909
iris,174,kernseg_linear,0.960620712981868,0.0066666666666666,0.02,0.02,"[0, 50, 100, 150]","[0, 51, 53, 100, 150]",3,0.0526853360061068
glass,174,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 9, 79, 92, 121, 197, 214]","[0, 9, 79, 92, 121, 197, 214]",5,0.0745562329830136
glass,174,changekNN_bs,0.8460610210777832,0.0794392523364486,0.0093457943925233,0.0794392523364486,"[0, 9, 79, 92, 121, 197, 214]","[0, 9, 80, 90, 121, 214]",4,0.0058550850080791
glass,174,ecp,0.8255516878977995,0.0794392523364486,0.0,0.0794392523364486,"[0, 9, 79, 92, 121, 197, 214]","[0.0, 9.0, 79.0, 121.0, 214.0]",3,0.575064378004754
glass,174,multirank,0.6670370110423801,0.0467289719626168,0.1775700934579439,0.1775700934579439,"[0, 9, 79, 92, 121, 197, 214]","[0, 2, 9, 79, 90, 92, 102, 103, 108, 121, 152, 153, 159, 164, 186, 187, 214]",15,0.1389985800196882
glass,174,kernseg_rbf,0.8485976195882738,0.0794392523364486,0.0046728971962616,0.0794392523364486,"[0, 9, 79, 92, 121, 197, 214]","[0, 9, 78, 93, 121, 214]",4,0.0365561369981151
