dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
iris,104,changeforest_bs,0.868441369543983,0.0,0.1533333333333333,0.1533333333333333,"[0, 50, 100, 150]","[0, 50, 73, 100, 150]",3,0.0353969659772701
iris,104,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.0038666369800921
iris,104,ecp,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0.0, 50.0, 100.0, 150.0]",2,0.4785709510033484
iris,104,multirank,0.9900327781122484,0.0,0.0066666666666666,0.0066666666666666,"[0, 50, 100, 150]","[0, 50, 51, 100, 150]",3,0.07883099099854
iris,104,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.0193928740045521
iris,104,kernseg_linear,0.8991243812186035,0.0,0.0866666666666666,0.0866666666666666,"[0, 50, 100, 150]","[0, 13, 50, 100, 150]",3,0.0598982249794062
glass,104,changeforest_bs,0.9900458117155524,0.0046728971962616,0.02803738317757,0.02803738317757,"[0, 76, 93, 122, 192, 205, 214]","[0, 76, 94, 122, 192, 198, 205, 214]",6,0.0719443949928972
glass,104,changekNN_bs,0.9855486075947713,0.0046728971962616,0.0046728971962616,0.0046728971962616,"[0, 76, 93, 122, 192, 205, 214]","[0, 76, 94, 122, 193, 205, 214]",5,0.006233037012862
glass,104,ecp,0.838498974630408,0.0841121495327102,0.0046728971962616,0.0841121495327102,"[0, 76, 93, 122, 192, 205, 214]","[0.0, 94.0, 122.0, 192.0, 214.0]",3,0.557018559979042
glass,104,multirank,0.7031901646232568,0.0046728971962616,0.1728971962616822,0.1728971962616822,"[0, 76, 93, 122, 192, 205, 214]","[0, 7, 14, 16, 36, 37, 75, 76, 94, 99, 100, 109, 110, 122, 192, 201, 202, 206, 207, 214]",18,0.1333490030083339
glass,104,kernseg_rbf,0.8265271716335133,0.0887850467289719,0.0093457943925233,0.0887850467289719,"[0, 76, 93, 122, 192, 205, 214]","[0, 95, 122, 192, 214]",3,0.0369844220113009
glass,104,kernseg_linear,0.1270820946299162,0.0046728971962616,0.1728971962616822,0.1728971962616822,"[0, 76, 93, 122, 192, 205, 214]","[0, 2, 5, 10, 12, 15, 19, 21, 23, 36, 39, 46, 49, 57, 61, 63, 68, 70, 75, 77, 79, 81, 85, 87, 94, 100, 109, 112, 122, 125, 127, 131, 133, 141, 145, 158, 161, 166, 168, 171, 173, 175, 178, 180, 186, 189, 192, 194, 200, 202, 205, 214]",50,0.1055098179786
wine,104,changeforest_bs,0.9987421965672364,0.0003095017022593,0.0003095017022593,0.0003095017022593,"[0, 2836, 3052, 4131, 6269, 6462]","[0, 2838, 3052, 4132, 6268, 6462]",4,0.7503476830024738
wine,104,changekNN_bs,0.9964909028001124,0.0006190034045187,0.0140823274528009,0.0140823274528009,"[0, 2836, 3052, 4131, 6269, 6462]","[0, 2838, 2961, 3052, 4135, 6268, 6462]",5,4.260274189990014
wine,104,ecp,0.9986210398276556,0.000464252553389,0.000464252553389,0.000464252553389,"[0, 2836, 3052, 4131, 6269, 6462]","[0.0, 2839.0, 3053.0, 4131.0, 6268.0, 6462.0]",4,686.4639453820128
wine,104,multirank,0.9984731688123778,0.0003095017022593,0.0003095017022593,0.0003095017022593,"[0, 2836, 3052, 4131, 6269, 6462]","[0, 2837, 3052, 4129, 6267, 6462]",4,88.43510655700811
