dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
iris-no-change,2416,changeforest_bs,0.0,0.0,0.32,0.32,"[0, 50]","[0, 34, 50]",1,0.0098475627601146
iris-no-change,2416,changeforest_bs__model_selection_alpha=0.05,0.0,0.0,0.32,0.32,"[0, 50]","[0, 34, 50]",1,0.0093920435756444
iris-no-change,2416,changekNN_bs,0.0,0.0,0.14,0.14,"[0, 50]","[0, 43, 50]",1,0.0010390114039182
iris-no-change,2416,changekNN_bs__model_selection_alpha=0.05,0.0,0.0,0.14,0.14,"[0, 50]","[0, 43, 50]",1,0.0005978662520647
iris-no-change,2416,ecp,1.0,0.0,0.0,0.0,"[0, 50]","[0.0, 50.0]",0,0.0344614703208208
iris-no-change,2416,multirank,0.0,0.0,0.28,0.28,"[0, 50]","[0, 36, 50]",1,0.023435715585947
iris-no-change,2416,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 50]","[0, 50]",0,0.0026765614748001
glass-no-change,2416,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0070554632693529
glass-no-change,2416,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.007517522200942
glass-no-change,2416,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0010420624166727
glass-no-change,2416,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0006082765758037
glass-no-change,2416,ecp,1.0,0.0,0.0,0.0,"[0, 76]","[0.0, 76.0]",0,0.0467721726745367
glass-no-change,2416,multirank,0.0,0.0,0.131578947368421,0.131578947368421,"[0, 76]","[0, 10, 76]",1,0.034775286912918
glass-no-change,2416,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0055282674729824
wine-no-change,2416,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,0.1116283126175403
wine-no-change,2416,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,0.1008965093642473
wine-no-change,2416,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,0.9987120795994996
wine-no-change,2416,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,0.9938788693398236
wine-no-change,2416,ecp,1.0,0.0,0.0,0.0,"[0, 2836]","[0.0, 2836.0]",0,49.16459401138127
