dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
iris-no-change,810,changeforest_bs,0.0,0.0,0.04,0.04,"[0, 50]","[0, 48, 50]",1,0.0107958661392331
iris-no-change,810,changeforest_bs__model_selection_alpha=0.05,0.0,0.0,0.04,0.04,"[0, 50]","[0, 48, 50]",1,0.0106630763038992
iris-no-change,810,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 50]","[0, 50]",0,0.0005963146686553
iris-no-change,810,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 50]","[0, 50]",0,0.000354865565896
iris-no-change,810,ecp,1.0,0.0,0.0,0.0,"[0, 50]","[0.0, 50.0]",0,0.0394125487655401
iris-no-change,810,multirank,0.0,0.0,0.38,0.38,"[0, 50]","[0, 31, 50]",1,0.0236467514187097
iris-no-change,810,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 50]","[0, 50]",0,0.0027166521176695
glass-no-change,810,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0100823827087879
glass-no-change,810,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0113830603659152
glass-no-change,810,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.001046409830451
glass-no-change,810,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0006128847599029
glass-no-change,810,ecp,1.0,0.0,0.0,0.0,"[0, 76]","[0.0, 76.0]",0,0.0493786912411451
glass-no-change,810,multirank,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0352175189182162
glass-no-change,810,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 76]","[0, 76]",0,0.0055512255057692
wine-no-change,810,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,0.1658492349088192
wine-no-change,810,changeforest_bs__model_selection_alpha=0.05,0.0,0.0,0.0105782792665726,0.0105782792665726,"[0, 2836]","[0, 2806, 2836]",1,0.2482486460357904
wine-no-change,810,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,0.9964170223101974
wine-no-change,810,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,0.9958740686997772
wine-no-change,810,ecp,1.0,0.0,0.0,0.0,"[0, 2836]","[0.0, 2836.0]",0,54.57766127772629
wine-no-change,810,multirank,0.0,0.0,0.307475317348378,0.307475317348378,"[0, 2836]","[0, 91, 97, 105, 106, 362, 363, 623, 625, 657, 658, 688, 723, 871, 872, 2156, 2174, 2272, 2296, 2297, 2370, 2371, 2402, 2403, 2481, 2490, 2493, 2557, 2558, 2560, 2836]",29,15.177550482563674
wine-no-change,810,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 2836]","[0, 2836]",0,1.026685138233006
breast-cancer-no-change,810,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 458]","[0, 458]",0,0.028590883128345
breast-cancer-no-change,810,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 458]","[0, 458]",0,0.0278424909338355
breast-cancer-no-change,810,changekNN_bs,0.0,0.0,0.4759825327510917,0.4759825327510917,"[0, 458]","[0, 167, 240, 295, 458]",3,0.0195295615121722
breast-cancer-no-change,810,changekNN_bs__model_selection_alpha=0.05,0.0,0.0,0.4759825327510917,0.4759825327510917,"[0, 458]","[0, 167, 240, 295, 458]",3,0.0190431354567408
breast-cancer-no-change,810,ecp,1.0,0.0,0.0,0.0,"[0, 458]","[0.0, 458.0]",0,0.9545998768880964
breast-cancer-no-change,810,multirank,0.0,0.0,0.4606986899563319,0.4606986899563319,"[0, 458]","[0, 5, 6, 40, 42, 101, 102, 125, 126, 142, 143, 175, 176, 195, 196, 247, 248, 292, 297, 349, 350, 396, 397, 404, 419, 420, 458]",25,0.5173358106985688
breast-cancer-no-change,810,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 458]","[0, 458]",0,0.054341803304851
abalone-no-change,810,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 689]","[0, 689]",0,0.032571324147284
abalone-no-change,810,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 689]","[0, 689]",0,0.0350630013272166
abalone-no-change,810,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 689]","[0, 689]",0,0.0473224921151995
abalone-no-change,810,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 689]","[0, 689]",0,0.0471255145967006
abalone-no-change,810,ecp,1.0,0.0,0.0,0.0,"[0, 689]","[0.0, 689.0]",0,2.16397406719625
abalone-no-change,810,multirank,0.0,0.0,0.4078374455732946,0.4078374455732946,"[0, 689]","[0, 48, 49, 62, 82, 92, 108, 109, 110, 173, 174, 201, 202, 203, 250, 255, 256, 280, 281, 412, 413, 423, 424, 513, 514, 584, 585, 670, 684, 689]",28,1.036966790445149
abalone-no-change,810,kernseg_rbf,0.0,0.0,0.1799709724238026,0.1799709724238026,"[0, 689]","[0, 104, 124, 689]",2,0.0823958115652203
dry-beans-no-change,810,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 3546]","[0, 3546]",0,0.1836980022490024
dry-beans-no-change,810,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 3546]","[0, 3546]",0,0.1995128579437732
dry-beans-no-change,810,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 3546]","[0, 3546]",0,1.7417115047574043
dry-beans-no-change,810,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 3546]","[0, 3546]",0,1.7321859076619148
dry-beans-no-change,810,ecp,1.0,0.0,0.0,0.0,"[0, 3546]","[0.0, 3546.0]",0,84.2027551215142
dry-beans-no-change,810,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 3546]","[0, 3546]",0,1.6586445504799483
change_in_mean-no-change,810,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.0143403224647045
change_in_mean-no-change,810,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.0162296015769243
change_in_mean-no-change,810,changekNN_bs,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.0059911226853728
change_in_mean-no-change,810,changekNN_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.0035554943606257
change_in_mean-no-change,810,ecp,1.0,0.0,0.0,0.0,"[0, 200]","[0.0, 200.0]",0,0.2231215499341488
change_in_mean-no-change,810,multirank,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.1267313733696937
change_in_mean-no-change,810,kernseg_rbf,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.0346036050468683
change_in_covariance-no-change,810,changeforest_bs,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.0114022493362426
change_in_covariance-no-change,810,changeforest_bs__model_selection_alpha=0.05,1.0,0.0,0.0,0.0,"[0, 200]","[0, 200]",0,0.0139916548505425
