dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
iris,76,kernseg_rbf__gamma=0.025,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.022058823145926
iris,76,kernseg_rbf__gamma=0.05,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.020067915320396423
iris,76,kernseg_rbf__gamma=0.1,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.019733985885977745
iris,76,kernseg_rbf__gamma=0.2,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.01984177716076374
iris,76,kernseg_rbf__gamma=0.4,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.01995166577398777
iris,76,kernseg_rbf__gamma=0.8,0.5681159420289855,0.3333333333333333,0.0,0.3333333333333333,"[0, 50, 100, 150]","[0, 100, 150]",1,0.01965520717203617
iris,76,kernseg_linear,0.7875383297357018,0.0,0.12,0.12,"[0, 50, 100, 150]","[0, 32, 34, 50, 91, 100, 150]",5,0.055617084726691246
iris,76,kernseg_cosine,0.028283773272922093,0.0,0.16666666666666666,0.16666666666666666,"[0, 50, 100, 150]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104, 107, 109, 111, 113, 115, 117, 119, 121, 123, 125, 127, 129, 131, 133, 135, 137, 139, 141, 143, 145, 148, 150]",73,0.019181180745363235
glass,76,kernseg_rbf__gamma=0.025,0.8577410546347575,0.07476635514018691,0.009345794392523364,0.07476635514018691,"[0, 13, 42, 51, 121, 138, 214]","[0, 15, 43, 51, 137, 214]",4,0.03568534832447767
glass,76,kernseg_rbf__gamma=0.05,0.8613575089354949,0.07476635514018691,0.009345794392523364,0.07476635514018691,"[0, 13, 42, 51, 121, 138, 214]","[0, 15, 42, 51, 137, 214]",4,0.035926926881074905
glass,76,kernseg_rbf__gamma=0.1,0.8613575089354949,0.07476635514018691,0.009345794392523364,0.07476635514018691,"[0, 13, 42, 51, 121, 138, 214]","[0, 15, 42, 51, 137, 214]",4,0.03533430024981499
glass,76,kernseg_rbf__gamma=0.2,0.7971138507768718,0.07476635514018691,0.004672897196261682,0.07476635514018691,"[0, 13, 42, 51, 121, 138, 214]","[0, 51, 137, 214]",2,0.03554014768451452
glass,76,kernseg_rbf__gamma=0.4,0.7971138507768718,0.07476635514018691,0.004672897196261682,0.07476635514018691,"[0, 13, 42, 51, 121, 138, 214]","[0, 51, 137, 214]",2,0.03584729693830013
