dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
iris,100,kernseg_rbf__gamma=0.025,0.8816671833791296,0.0,0.11333333333333333,0.11333333333333333,"[0, 50, 100, 150]","[0, 33, 50, 100, 150]",3,0.021259505301713943
iris,100,kernseg_rbf__gamma=0.05,0.8816671833791296,0.0,0.11333333333333333,0.11333333333333333,"[0, 50, 100, 150]","[0, 33, 50, 100, 150]",3,0.01953425630927086
iris,100,kernseg_rbf__gamma=0.1,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.019368667155504227
iris,100,kernseg_rbf__gamma=0.2,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.01940865721553564
iris,100,kernseg_rbf__gamma=0.4,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.019541015848517418
iris,100,kernseg_rbf__gamma=0.8,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.019372417591512203
iris,100,kernseg_linear,0.6794247537085267,0.0,0.15333333333333332,0.15333333333333332,"[0, 50, 100, 150]","[0, 33, 46, 50, 57, 60, 77, 100, 150]",7,0.05643101315945387
iris,100,kernseg_cosine,0.028283773272922093,0.0,0.16666666666666666,0.16666666666666666,"[0, 50, 100, 150]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104, 106, 108, 110, 112, 114, 116, 118, 121, 123, 125, 128, 130, 132, 134, 136, 138, 140, 142, 144, 146, 148, 150]",73,0.019155219197273254
glass,100,kernseg_rbf__gamma=0.025,0.854284867556594,0.07476635514018691,0.004672897196261682,0.07476635514018691,"[0, 29, 99, 112, 121, 138, 214]","[0, 29, 99, 122, 214]",3,0.03609735146164894
glass,100,kernseg_rbf__gamma=0.05,0.8663252019979766,0.06074766355140187,0.018691588785046728,0.06074766355140187,"[0, 29, 99, 112, 121, 138, 214]","[0, 29, 99, 125, 214]",3,0.04001353681087494
glass,100,kernseg_rbf__gamma=0.1,0.19503833369632423,0.42990654205607476,0.0,0.42990654205607476,"[0, 29, 99, 112, 121, 138, 214]","[0, 29, 214]",1,0.03568641375750303
glass,100,kernseg_rbf__gamma=0.2,0.19503833369632423,0.42990654205607476,0.0,0.42990654205607476,"[0, 29, 99, 112, 121, 138, 214]","[0, 29, 214]",1,0.03582171257585287
glass,100,kernseg_rbf__gamma=0.4,0.19503833369632423,0.42990654205607476,0.0,0.42990654205607476,"[0, 29, 99, 112, 121, 138, 214]","[0, 29, 214]",1,0.035476865246891975
glass,100,kernseg_rbf__gamma=0.8,0.0,0.4766355140186916,0.0,0.4766355140186916,"[0, 29, 99, 112, 121, 138, 214]","[0, 214]",0,0.035705494694411755
glass,100,kernseg_linear,0.15191606000497346,0.018691588785046728,0.16822429906542055,0.16822429906542055,"[0, 29, 99, 112, 121, 138, 214]","[0, 2, 7, 9, 29, 38, 40, 46, 49, 53, 55, 61, 66, 69, 71, 88, 92, 98, 100, 102, 104, 106, 108, 112, 119, 121, 125, 128, 130, 142, 146, 149, 151, 153, 155, 159, 163, 168, 170, 172, 174, 183, 185, 193, 196, 201, 204, 206, 210, 212, 214]",49,0.10442630853503942
glass,100,kernseg_cosine,0.03134017274148266,0.004672897196261682,0.17289719626168223,0.17289719626168223,"[0, 29, 99, 112, 121, 138, 214]","[0, 2, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 36, 38, 40, 42, 44, 46, 49, 51, 53, 55, 57, 59, 61, 63, 66, 69, 71, 74, 77, 79, 81, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104, 106, 108, 110, 112, 114, 117, 119, 121, 123, 125, 127, 129, 131, 133, 136, 138, 140, 142, 144, 146, 149, 151, 153, 155, 157, 159, 161, 163, 166, 168, 170, 172, 174, 177, 179, 181, 183, 185, 187, 189, 191, 193, 195, 197, 199, 201, 204, 206, 208, 210, 212, 214]",99,0.03482143022119999
wine,100,kernseg_rbf__gamma=0.025,0.9771904255364141,0.030021665119158155,0.00015475085112968121,0.030021665119158155,"[0, 2138, 3217, 3410, 3626, 6462]","[0, 2138, 3411, 3625, 6462]",3,5.447725213132799
wine,100,kernseg_rbf__gamma=0.05,0.9771904255364141,0.030021665119158155,0.00015475085112968121,0.030021665119158155,"[0, 2138, 3217, 3410, 3626, 6462]","[0, 2138, 3411, 3625, 6462]",3,5.504250103607774
wine,100,kernseg_rbf__gamma=0.1,0.9771904255364141,0.030021665119158155,0.00015475085112968121,0.030021665119158155,"[0, 2138, 3217, 3410, 3626, 6462]","[0, 2138, 3411, 3625, 6462]",3,5.531551251187921
