dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
iris,71,kernseg_rbf__gamma=0.025,0.8246512754837146,0.0,0.16,0.16,"[0, 50, 100, 150]","[0, 24, 36, 38, 50, 100, 150]",5,0.023918711580336094
iris,71,kernseg_rbf__gamma=0.05,0.8246512754837146,0.0,0.16,0.16,"[0, 50, 100, 150]","[0, 24, 36, 38, 50, 100, 150]",5,0.01956280879676342
iris,71,kernseg_rbf__gamma=0.1,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.01944111008197069
iris,71,kernseg_rbf__gamma=0.2,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.019674557261168957
iris,71,kernseg_rbf__gamma=0.4,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.019659677520394325
iris,71,kernseg_rbf__gamma=0.8,1.0,0.0,0.0,0.0,"[0, 50, 100, 150]","[0, 50, 100, 150]",2,0.019636758603155613
iris,71,kernseg_linear,0.8246512754837146,0.0,0.16,0.16,"[0, 50, 100, 150]","[0, 24, 36, 38, 50, 100, 150]",5,0.055723474361002445
iris,71,kernseg_cosine,0.028283773272922093,0.0,0.16666666666666666,0.16666666666666666,"[0, 50, 100, 150]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 103, 105, 107, 109, 111, 113, 115, 117, 119, 121, 123, 125, 127, 129, 131, 133, 135, 137, 139, 141, 144, 146, 148, 150]",73,0.01933426968753338
glass,71,kernseg_rbf__gamma=0.025,0.37000092058888184,0.32710280373831774,0.0,0.32710280373831774,"[0, 9, 22, 51, 121, 197, 214]","[0, 22, 51, 214]",2,0.035871547646820545
glass,71,kernseg_rbf__gamma=0.05,0.37000092058888184,0.32710280373831774,0.0,0.32710280373831774,"[0, 9, 22, 51, 121, 197, 214]","[0, 22, 51, 214]",2,0.03567737899720669
glass,71,kernseg_rbf__gamma=0.1,0.37000092058888184,0.32710280373831774,0.0,0.32710280373831774,"[0, 9, 22, 51, 121, 197, 214]","[0, 22, 51, 214]",2,0.03597670700401068
glass,71,kernseg_rbf__gamma=0.2,0.37000092058888184,0.32710280373831774,0.0,0.32710280373831774,"[0, 9, 22, 51, 121, 197, 214]","[0, 22, 51, 214]",2,0.03604564629495144
glass,71,kernseg_rbf__gamma=0.4,0.33544886574310684,0.32710280373831774,0.0,0.32710280373831774,"[0, 9, 22, 51, 121, 197, 214]","[0, 51, 214]",1,0.03628245461732149
glass,71,kernseg_rbf__gamma=0.8,0.0,0.43457943925233644,0.0,0.43457943925233644,"[0, 9, 22, 51, 121, 197, 214]","[0, 214]",0,0.03554048854857683
glass,71,kernseg_linear,0.5944359686646562,0.004672897196261682,0.14953271028037382,0.14953271028037382,"[0, 9, 22, 51, 121, 197, 214]","[0, 2, 9, 12, 14, 16, 22, 26, 28, 31, 33, 46, 49, 51, 122, 124, 126, 128, 130, 135, 137, 139, 143, 146, 148, 165, 167, 171, 175, 194, 196, 212, 214]",31,0.10229264479130507
